,classes,X_UMAP,Y_UMAP
10656,monocyte,9.813289,7.2841907
10657,monocyte,9.6278305,7.3205924
10658,monocyte,9.853682,7.3189964
10659,monocyte,9.67349,6.9348993
10660,monocyte,9.344578,6.4701304
10661,monocyte,8.321515,4.969904
10662,monocyte,10.215812,7.186129
10663,monocyte,10.144878,7.5072756
10664,monocyte,9.186263,6.476564
10665,monocyte,9.722841,6.938564
10666,monocyte,9.256691,7.194226
10667,monocyte,8.222517,4.8474917
10668,monocyte,7.826615,4.7604628
10669,monocyte,10.143249,7.176852
10670,monocyte,9.977041,7.1859617
10671,monocyte,8.845796,6.1776175
10672,monocyte,7.6950836,6.0742655
10673,monocyte,9.827812,7.444306
10674,monocyte,10.384865,7.4997983
10675,monocyte,9.796557,7.243195
10676,monocyte,8.579004,5.362557
10677,monocyte,9.3592005,6.638782
10678,monocyte,7.9508505,6.548858
10679,monocyte,9.800959,6.493404
10680,monocyte,9.70683,7.1543856
10681,monocyte,6.8735223,6.317235
10682,monocyte,10.571483,7.5881615
10683,monocyte,10.292458,7.583741
10684,monocyte,10.043406,7.404579
10685,monocyte,10.225805,7.369352
10686,monocyte,9.750611,7.6000433
10687,monocyte,9.447223,6.0517235
10688,monocyte,9.510802,6.820989
10689,monocyte,9.922485,7.3212442
10690,monocyte,10.476491,7.9719152
10691,monocyte,10.260598,7.265398
10692,monocyte,9.700241,7.599847
10693,monocyte,9.993331,7.462213
10694,monocyte,9.909155,6.800176
10695,monocyte,10.057639,7.295509
10696,monocyte,9.8602,7.254532
10697,monocyte,9.522156,7.2279196
10698,monocyte,10.052954,7.7124257
10699,monocyte,9.856064,7.29846
10700,monocyte,9.754942,7.7495112
10701,monocyte,10.25656,7.148725
10702,monocyte,8.58381,5.2852044
10703,monocyte,9.682739,7.597104
10704,monocyte,9.776252,6.911771
10705,monocyte,10.0595875,7.015097
10706,monocyte,10.272749,7.4756484
10707,monocyte,9.633595,7.3216257
10708,monocyte,9.115805,5.686806
10709,monocyte,9.8767395,7.1124597
10710,monocyte,9.286958,5.769379
10711,monocyte,9.848768,7.1798515
10712,monocyte,9.808483,6.213065
10713,monocyte,9.995587,7.2886596
10714,monocyte,10.302721,7.4134517
10715,monocyte,10.229489,7.2577357
10716,monocyte,9.749487,6.8383007
10717,monocyte,9.424917,6.5670567
10718,monocyte,9.310966,5.7517095
10719,monocyte,9.840209,7.1546793
10720,monocyte,10.252739,7.392672
10721,monocyte,9.724017,7.135299
10722,monocyte,9.257876,7.156104
10723,monocyte,9.944284,7.244384
10724,monocyte,8.54902,5.1467237
10725,monocyte,9.361092,6.4182987
10726,monocyte,10.137848,7.370395
10727,monocyte,9.571991,7.5491548
10728,monocyte,7.774792,4.6129956
10729,monocyte,9.559823,6.1619678
10730,monocyte,9.4166355,6.2145543
10731,monocyte,10.266632,7.2946415
10732,monocyte,9.875816,7.418351
10733,monocyte,9.826343,7.4237766
10734,monocyte,10.25353,7.690106
10735,monocyte,10.527976,7.550187
10736,monocyte,9.604549,6.393966
10737,monocyte,8.113205,4.8764586
10738,monocyte,8.87311,6.665426
10739,monocyte,9.785684,6.72737
10740,monocyte,10.190237,7.392666
10741,monocyte,9.820116,6.7845273
10742,monocyte,10.234695,7.4669223
10743,monocyte,9.619232,7.12701
10744,monocyte,10.073587,7.3651724
10745,monocyte,9.866186,7.0959835
10746,monocyte,9.445481,7.108316
10747,monocyte,10.058625,7.012106
10748,monocyte,10.267223,7.4918528
10749,monocyte,9.524218,7.238716
10750,monocyte,9.128499,5.3538604
10751,monocyte,9.707387,7.0144753
10752,monocyte,10.043559,7.2926598
10753,monocyte,9.98736,7.0547004
10754,monocyte,10.082086,6.907243
10755,monocyte,10.207818,7.2356963
10756,monocyte,10.183798,7.1636925
10757,monocyte,9.756915,7.054072
10758,monocyte,10.18908,7.412466
10759,monocyte,9.9677925,6.9868197
10760,monocyte,9.582289,6.772433
10761,monocyte,9.282461,6.4222198
10762,monocyte,10.292685,7.3036804
10763,monocyte,9.954179,7.786374
10764,monocyte,9.649699,7.501263
10765,monocyte,10.305287,7.573524
10766,monocyte,9.433946,6.644423
10767,monocyte,8.754619,5.351673
10768,monocyte,9.398609,7.4381437
10769,monocyte,8.326689,4.851449
10770,monocyte,9.714071,6.6192436
10771,monocyte,8.254226,6.028281
10772,monocyte,9.677569,7.454419
10773,monocyte,10.02949,7.0642304
10774,monocyte,10.214453,7.213046
10775,monocyte,9.609075,6.2024755
10776,monocyte,10.203448,7.506806
10777,monocyte,9.857354,7.1571846
10778,monocyte,9.671606,7.461895
10779,monocyte,10.097665,7.294858
10780,monocyte,8.689995,6.259372
10781,monocyte,10.252303,7.1497774
10782,monocyte,10.264451,7.510956
10783,monocyte,10.294302,7.2130866
10784,monocyte,9.989075,7.513472
10785,monocyte,10.265928,7.313285
10786,monocyte,9.352405,5.8768225
10787,monocyte,9.224089,5.8228846
10788,monocyte,9.98307,7.110763
10789,monocyte,10.231957,7.230732
10790,monocyte,9.503726,7.333174
10791,monocyte,10.221395,7.4211206
10792,monocyte,9.541094,7.6502323
10793,monocyte,7.8480034,5.7124085
10794,monocyte,9.600495,6.9356427
10795,monocyte,9.52473,7.202935
10796,monocyte,9.986961,7.3307323
10797,monocyte,9.352436,6.9367366
10798,monocyte,9.592136,6.410755
10799,monocyte,9.213786,7.192905
10800,monocyte,10.186529,7.6218963
10801,monocyte,9.731992,7.2945037
10802,monocyte,10.137459,7.348348
10803,monocyte,7.906907,5.691339
10804,monocyte,10.023291,7.7225194
10805,monocyte,9.264172,6.181644
10806,monocyte,10.219847,7.13098
10807,monocyte,7.968809,4.6949654
10808,monocyte,9.065434,6.8652635
10809,monocyte,9.719653,6.4463143
10810,monocyte,10.362813,7.6899548
10811,monocyte,10.181924,7.277647
10812,monocyte,9.698043,6.67025
10813,monocyte,6.995091,4.2156043
10814,monocyte,7.677651,4.7716336
10815,monocyte,10.242194,7.4098306
10816,monocyte,9.487457,7.1275516
10817,monocyte,9.256395,5.7614417
10818,monocyte,9.996499,7.2398477
10819,monocyte,9.370839,5.8402333
10820,monocyte,10.418534,7.889057
10821,monocyte,9.772281,7.5332084
10822,monocyte,9.620968,7.0917387
10823,monocyte,10.070049,7.344517
10824,monocyte,10.075477,7.3632975
10825,monocyte,9.949932,7.452515
10826,monocyte,9.448098,7.281566
10827,monocyte,9.968193,7.328711
10828,monocyte,10.342535,7.5920243
10829,monocyte,9.599432,7.4617357
10830,monocyte,9.491139,6.77931
10831,monocyte,8.486186,5.4628305
10832,monocyte,9.807174,7.5653753
10833,monocyte,10.102819,7.3270984
10834,monocyte,10.061928,6.9098415
10835,monocyte,9.745099,7.5321846
10836,monocyte,9.377525,7.46117
10837,monocyte,10.42344,7.59299
10838,monocyte,9.398978,6.571797
10839,monocyte,8.880819,5.982731
10840,monocyte,8.4968,5.792301
10841,monocyte,9.704246,7.27541
10842,monocyte,9.554747,6.7077236
10843,monocyte,9.5718355,7.039068
10844,monocyte,8.889236,5.4757376
10845,monocyte,9.550281,7.1525683
10846,monocyte,10.380238,7.5429134
10847,monocyte,10.195886,7.457035
10848,monocyte,7.9608307,5.09766
10849,monocyte,9.35044,6.151611
10850,monocyte,10.248876,7.282325
10851,monocyte,9.755314,6.903964
10852,monocyte,9.26119,7.605765
10853,monocyte,9.892849,7.578648
10854,monocyte,10.065118,6.8963532
10855,monocyte,10.120454,6.8163013
10856,monocyte,9.628487,7.4172425
10857,monocyte,9.722876,7.052924
10858,monocyte,10.28511,7.484025
10859,monocyte,9.7381525,6.821825
10860,monocyte,6.0657716,4.9113693
10861,monocyte,9.245448,6.5758767
10862,monocyte,10.2179785,7.243657
10863,monocyte,9.907106,7.5983434
10864,monocyte,10.28567,7.45262
10865,monocyte,10.206717,7.4183164
10866,monocyte,9.325228,6.401379
10867,monocyte,9.926908,6.721626
10868,monocyte,10.155196,7.1122413
10869,monocyte,10.067985,7.220349
10870,monocyte,10.259764,7.33688
10871,monocyte,10.255766,7.355342
10872,monocyte,10.177307,7.316954
10873,monocyte,10.4718485,7.712727
10874,monocyte,9.425758,7.260837
10875,monocyte,9.659192,7.585364
10876,monocyte,9.7137785,7.0159664
10877,monocyte,10.099854,7.308644
10878,monocyte,9.712366,7.222437
10879,monocyte,9.584192,6.916693
10880,monocyte,9.359569,7.156477
10881,monocyte,9.796073,6.9540577
10882,monocyte,10.328027,7.420586
10883,monocyte,8.889727,5.4021645
10884,monocyte,9.320821,6.2420835
10885,monocyte,9.55897,6.9314337
10886,monocyte,9.698672,7.4026566
10887,monocyte,9.683373,7.243546
10888,monocyte,10.211612,7.4077215
10889,monocyte,10.325733,7.629977
10890,monocyte,10.157615,7.320251
10891,monocyte,9.607897,7.814125
10892,monocyte,10.18831,7.0188518
10893,monocyte,10.164645,7.1183968
10894,monocyte,10.307578,7.3655033
10895,monocyte,9.890393,7.0745316
10896,monocyte,9.149282,6.5558743
10897,monocyte,10.04538,7.25545
10898,monocyte,9.665419,6.657605
10899,monocyte,10.062803,7.1409693
10900,monocyte,9.693172,6.852346
10901,monocyte,9.773348,7.2508574
10902,monocyte,9.2546425,7.1074657
10903,monocyte,9.162886,7.4002447
10904,monocyte,10.436721,7.543922
10905,monocyte,9.287138,7.6964726
10906,monocyte,9.285349,6.9655614
10907,monocyte,9.457998,7.225802
10908,monocyte,9.98246,6.995043
10909,monocyte,10.126351,7.2784896
10910,monocyte,8.549097,4.983783
10911,monocyte,10.318398,7.415827
10912,monocyte,9.235719,7.3818145
10913,monocyte,9.609732,7.4712934
10914,monocyte,9.846803,6.748329
10915,monocyte,9.776065,6.956578
10916,monocyte,9.553148,7.29468
10917,monocyte,10.177042,7.1515656
10918,monocyte,8.964938,7.128944
10919,monocyte,8.489533,5.456856
10920,monocyte,10.238877,7.3901386
10921,monocyte,10.237965,7.343383
10922,monocyte,9.509931,7.4758677
10923,monocyte,9.7171,6.9935603
10924,monocyte,9.426896,6.503865
10925,monocyte,10.153491,7.32471
10926,monocyte,10.281311,7.233675
10927,monocyte,10.125355,7.669776
10928,monocyte,10.343836,7.215758
10929,monocyte,8.527974,4.8696923
10930,monocyte,10.2745695,7.3014297
10931,monocyte,8.394503,6.9210606
10932,monocyte,9.563268,7.4824862
10933,monocyte,8.015317,4.827986
10934,monocyte,10.0785885,7.138615
10935,monocyte,9.904664,7.4132543
10936,monocyte,10.01276,7.316133
10937,monocyte,9.388284,7.507364
10938,monocyte,9.75663,7.0031767
10939,monocyte,10.265514,7.247005
10940,monocyte,9.688622,7.1860504
10941,monocyte,9.950263,6.530382
10942,monocyte,9.919442,7.454365
10943,monocyte,9.000339,7.2219725
10944,monocyte,9.3607025,5.9983883
10945,monocyte,10.344177,7.185446
10946,monocyte,9.554394,7.5535836
10947,monocyte,9.869047,7.036439
10948,monocyte,10.007921,7.2009315
10949,monocyte,9.86029,7.506053
10950,monocyte,9.434538,6.901344
10951,monocyte,10.46958,7.6735277
10952,monocyte,9.627343,6.837378
10953,monocyte,9.766462,7.258311
10954,monocyte,10.221703,7.0759478
10955,monocyte,10.230219,7.362336
10956,monocyte,9.199484,6.884583
10957,monocyte,10.064303,7.031636
10958,monocyte,10.04185,7.313215
10959,monocyte,9.458893,7.06329
10960,monocyte,10.101584,7.49541
10961,monocyte,10.225214,7.1716743
10962,monocyte,9.277524,7.3417134
10963,monocyte,8.062682,4.7995524
10964,monocyte,10.390702,7.456392
10965,monocyte,8.528274,5.2594967
10966,monocyte,9.540876,6.8524747
10967,monocyte,8.784898,5.3391266
10968,monocyte,10.331041,7.2385993
10969,monocyte,9.471106,6.9188986
10970,monocyte,10.286541,7.4075346
10971,monocyte,10.286859,7.582425
10972,monocyte,10.20999,7.365276
10973,monocyte,10.351504,7.7051544
10974,monocyte,9.2978735,6.106682
10975,monocyte,9.846895,7.056871
10976,monocyte,8.984452,6.546788
10977,monocyte,9.651614,7.308572
10978,monocyte,10.181084,7.512126
10979,monocyte,10.213518,7.3982644
10980,monocyte,10.133068,7.434755
10981,monocyte,9.379307,5.922305
10982,monocyte,10.125239,7.2639513
10983,monocyte,9.6199,7.094285
10984,monocyte,9.668968,7.569422
10985,monocyte,10.323728,7.437331
10986,monocyte,9.763136,6.9972615
10987,monocyte,9.493084,7.68803
10988,monocyte,9.728148,7.173937
10989,monocyte,10.301249,7.3218975
10990,monocyte,9.97619,7.2454834
10991,monocyte,9.639948,7.550336
10992,monocyte,9.745012,6.913543
10993,monocyte,10.531929,7.6812177
10994,monocyte,9.576829,7.26858
10995,monocyte,9.614937,7.2317157
10996,monocyte,9.768619,7.5269775
10997,monocyte,10.07214,7.27315
10998,monocyte,10.481168,7.8018966
10999,monocyte,8.879609,5.6634912
11000,monocyte,9.944598,7.026259
11001,monocyte,9.6202545,7.1653724
11002,monocyte,8.728262,5.24432
11003,monocyte,9.947958,6.542517
11004,monocyte,9.585046,6.458836
11005,monocyte,9.943228,7.0669117
11006,monocyte,9.504201,6.9195824
11007,monocyte,10.116778,7.1798954
11008,monocyte,9.822076,7.0801473
11009,monocyte,10.165403,7.40141
11010,monocyte,9.403279,5.8641896
11011,monocyte,9.4059725,5.937348
11012,monocyte,9.887368,7.353384
11013,monocyte,9.429822,6.578125
11014,monocyte,8.022594,5.126749
11015,monocyte,10.463789,7.272522
11016,monocyte,9.474018,7.3779144
11017,monocyte,9.297275,7.1536117
11018,monocyte,10.310277,7.2532163
11019,monocyte,9.944662,7.1022596
11020,monocyte,9.558769,7.358719
11021,monocyte,10.2305975,7.3831997
11022,monocyte,9.53117,7.1605425
11023,monocyte,10.050015,7.1890464
11024,monocyte,9.799431,7.252437
11025,monocyte,9.821524,7.3221393
11026,monocyte,9.706048,7.024585
11027,monocyte,9.787681,7.2785044
11028,monocyte,10.002018,7.5616474
11029,monocyte,8.87311,5.496853
11030,monocyte,9.3942175,7.673943
11031,monocyte,9.777684,7.0397277
11032,monocyte,10.39071,7.6273184
11033,monocyte,9.466071,6.9525623
11034,monocyte,10.547449,7.8157053
11035,monocyte,9.814315,7.2063656
11036,monocyte,10.03522,7.2531376
11037,monocyte,8.480402,5.872173
11038,monocyte,9.482631,7.0909085
11039,monocyte,9.428822,7.402782
11040,monocyte,8.902622,6.776351
11041,monocyte,9.206756,5.7264366
11042,monocyte,9.762721,7.245842
11043,monocyte,8.345097,5.0740967
11044,monocyte,9.546879,7.426498
11045,monocyte,10.235303,7.314591
11046,monocyte,9.478377,6.686729
11047,monocyte,9.422198,7.284202
11048,monocyte,9.531338,6.1138654
11049,monocyte,9.539564,6.9525914
11050,monocyte,9.546743,7.260066
11051,monocyte,10.06265,7.326444
11052,monocyte,9.729002,7.0870566
11053,monocyte,9.602907,7.6280584
11054,monocyte,9.76288,7.550608
11055,monocyte,9.895128,6.9842534
11056,monocyte,9.445103,6.677487
11057,monocyte,8.147271,4.6379194
11058,monocyte,9.924309,6.847403
11059,monocyte,9.126038,5.487464
11060,monocyte,9.16524,6.436953
11061,monocyte,9.710152,7.0800586
11062,monocyte,10.012214,6.910879
11063,monocyte,10.088996,7.3631945
11064,monocyte,9.74481,7.242927
11065,monocyte,9.337206,6.358694
11066,monocyte,9.041112,5.6113806
11067,monocyte,10.292007,7.192213
11068,monocyte,10.001512,7.106923
11069,monocyte,9.6024275,7.118198
11070,monocyte,9.79746,7.724811
11071,monocyte,9.741894,6.2963133
11072,monocyte,10.034305,7.262356
11073,monocyte,10.350734,7.325967
11074,monocyte,10.073517,6.938125
11075,monocyte,10.203373,7.353149
11076,monocyte,9.225787,6.8252106
11077,monocyte,8.263958,5.0488286
11078,monocyte,9.534178,6.430974
11079,monocyte,10.355267,7.305571
11080,monocyte,9.990605,6.9473996
11081,monocyte,10.162432,7.2678003
11082,monocyte,9.894704,7.1456122
11083,monocyte,9.132553,5.496295
11084,monocyte,9.300741,6.0351295
11085,monocyte,9.626684,7.1881514
11086,monocyte,9.929734,7.365753
11087,monocyte,10.197483,7.0416718
11088,monocyte,9.783787,7.238504
11089,monocyte,9.691982,7.390116
11090,monocyte,9.711401,7.6088295
11091,monocyte,9.223343,6.276948
11092,monocyte,9.609547,6.814058
11093,monocyte,9.978022,7.0015855
11094,monocyte,9.683167,7.0347304
11095,monocyte,10.172871,7.327571
11096,monocyte,9.583325,7.3866606
11097,monocyte,9.815266,7.3567104
11098,monocyte,10.162019,7.199791
11099,monocyte,10.22049,7.292884
11100,monocyte,9.551721,7.425914
11101,monocyte,9.822879,7.284653
11102,monocyte,10.229769,7.291748
11103,monocyte,9.760107,7.089796
11104,monocyte,9.782926,7.038833
11105,monocyte,9.240298,6.0809197
11106,monocyte,9.526185,6.808644
11107,monocyte,9.969137,7.418562
11108,monocyte,9.983816,6.5208745
11109,monocyte,10.246004,7.4943433
11110,monocyte,9.557951,6.607061
11111,monocyte,9.432788,6.177547
11112,monocyte,8.377304,6.1008253
11113,monocyte,9.971705,6.6152105
11114,monocyte,10.115473,7.192101
11115,monocyte,10.191114,7.3480325
11116,monocyte,10.038248,6.50401
11117,monocyte,10.153972,7.2136283
11118,monocyte,9.0472765,6.3450003
11119,monocyte,9.725456,7.2695923
11120,monocyte,9.681337,6.749178
11121,monocyte,9.829053,7.569928
11122,monocyte,9.933984,7.281173
11123,monocyte,9.8036175,6.473927
11124,monocyte,10.117713,7.238698
11125,monocyte,7.4736423,4.4748406
11126,monocyte,10.1328125,6.6974277
11127,monocyte,9.269695,5.7295218
11128,monocyte,9.963557,7.099556
11129,monocyte,9.611115,6.218564
11130,monocyte,9.72183,7.480277
11131,monocyte,8.856659,6.6342063
11132,monocyte,10.111087,7.217144
11133,monocyte,9.749457,7.7410364
11134,monocyte,9.733459,7.417898
11135,monocyte,8.028961,4.7596006
11136,monocyte,9.282202,5.6561084
11137,monocyte,10.174237,7.1667976
11138,monocyte,9.480083,6.2191057
11139,monocyte,9.531731,6.317236
11140,monocyte,9.900352,7.090609
11141,monocyte,10.122608,7.192133
11142,monocyte,8.690077,5.327258
11143,monocyte,9.971662,7.3045125
11144,monocyte,10.104578,7.165665
11145,monocyte,9.261595,6.040426
11146,monocyte,10.136515,7.1759787
11147,monocyte,10.2136345,7.188289
11148,monocyte,9.543692,6.019964
11149,monocyte,8.7220545,5.1117473
11150,monocyte,10.2439,7.2802963
11151,monocyte,10.047992,7.4059205
11152,monocyte,8.507923,5.817341
11153,monocyte,9.8651905,7.216922
11154,monocyte,6.6810417,5.8475995
11155,monocyte,9.929361,7.3486404
11156,monocyte,9.858609,6.9857717
11157,monocyte,9.886945,7.206591
11158,monocyte,9.510945,6.1357083
11159,monocyte,9.548876,6.1488013
11160,monocyte,10.057626,7.1180434
11161,monocyte,9.550571,6.371103
11162,monocyte,9.816283,7.1262364
11163,monocyte,10.1673,7.4447103
11164,monocyte,9.496844,6.104595
11165,monocyte,9.832423,6.638321
11166,monocyte,9.592805,6.117687
11167,monocyte,9.670396,7.5102634
11168,monocyte,9.920563,7.304872
11169,monocyte,10.060245,7.612412
11170,monocyte,7.286443,4.7341166
11171,monocyte,10.560361,7.590406
11172,monocyte,9.850733,7.182726
11173,monocyte,10.094985,7.2866235
11174,monocyte,8.808185,5.5607963
11175,monocyte,9.729693,7.170725
11176,monocyte,10.37711,7.4211845
11177,monocyte,9.205422,6.494719
11178,monocyte,9.683287,7.1408763
11179,monocyte,9.699685,7.0170307
11180,monocyte,8.189576,4.9517503
11181,monocyte,9.619551,7.4683623
11182,monocyte,10.22934,7.1340194
11183,monocyte,10.1472645,7.1795874
11184,monocyte,10.046771,7.13841
11185,monocyte,9.7500515,7.2776504
11186,monocyte,7.521862,6.471171
11187,monocyte,9.784055,6.426123
11188,monocyte,10.244838,7.232003
11189,monocyte,9.931938,6.907644
11190,monocyte,10.285378,7.583669
11191,monocyte,9.521231,7.1837897
11192,monocyte,7.7863665,6.47232
11193,monocyte,10.087048,7.278151
11194,monocyte,9.9949665,6.716256
11195,monocyte,9.978355,7.5418153
11196,monocyte,8.861592,5.526598
11197,monocyte,10.266413,7.312882
11198,monocyte,9.806716,7.2117324
11199,monocyte,9.619006,6.7365265
11200,monocyte,9.885535,7.249948
11201,monocyte,9.737594,6.4007835
11202,monocyte,9.966982,7.3157454
11203,monocyte,9.743674,7.6078334
11204,monocyte,9.421916,6.5121675
11205,monocyte,9.4237385,5.921107
11206,monocyte,8.861886,6.244521
11207,monocyte,9.791954,7.271876
11208,monocyte,9.503478,7.4246
11209,monocyte,9.643467,6.2191763
11210,monocyte,9.490596,6.0204015
11211,monocyte,10.215783,7.3183894
11212,monocyte,10.017005,7.544243
11213,monocyte,9.002919,5.477035
11214,monocyte,9.891469,7.1566625
11215,monocyte,9.7780695,7.2379436
11216,monocyte,9.231122,6.0516653
11217,monocyte,9.831192,7.2385745
11218,monocyte,10.322315,7.784053
11219,monocyte,9.896271,7.378694
11220,monocyte,9.579437,6.443
11221,monocyte,10.08467,7.4920177
11222,monocyte,9.64732,7.314727
11223,monocyte,9.641976,7.178846
11224,monocyte,10.022503,7.3758173
11225,monocyte,9.238814,5.9812155
11226,monocyte,8.719655,6.7592096
11227,monocyte,10.273597,7.312721
11228,monocyte,10.017039,7.277712
11229,monocyte,10.060234,7.1856194
11230,monocyte,8.685373,4.9298897
11231,monocyte,8.063303,4.6707187
11232,monocyte,9.831104,6.988932
11233,monocyte,9.698217,7.5833735
11234,monocyte,9.860779,7.3435326
11235,monocyte,9.730478,6.939257
11236,monocyte,8.741565,6.550079
11237,monocyte,9.899458,7.1361647
11238,monocyte,9.762489,7.2760744
11239,monocyte,10.199641,7.244511
11240,monocyte,10.45814,7.7073846
11241,monocyte,10.051395,7.433495
11242,monocyte,9.911896,7.2697845
11243,monocyte,10.337478,7.517312
11244,monocyte,10.274682,7.4220896
11245,monocyte,9.5801115,7.501072
11246,monocyte,9.850235,6.746836
11247,monocyte,9.430531,6.704024
11248,monocyte,8.903892,6.715458
11249,monocyte,9.878377,7.2472415
11250,monocyte,9.757154,6.806592
11251,monocyte,9.130078,6.336734
11252,monocyte,10.008639,7.519706
11253,monocyte,10.3019085,7.33498
11254,monocyte,9.963802,6.8275647
11255,monocyte,9.79656,6.4923244
11256,monocyte,8.173916,4.9325304
11257,monocyte,9.493285,7.2474556
11258,monocyte,9.391808,6.4840393
11259,monocyte,10.06963,7.4718537
11260,monocyte,8.339771,4.565249
11261,monocyte,10.108197,7.5073786
11262,monocyte,9.489408,6.673047
11263,monocyte,10.160796,7.159767
11264,neutrophil,6.498914,4.5562997
11265,neutrophil,7.2349877,6.242589
11266,neutrophil,6.331338,5.6832175
11267,neutrophil,6.3234577,4.301378
11268,neutrophil,9.581143,6.891732
11269,neutrophil,9.011179,6.898241
11270,neutrophil,7.7088656,6.2060256
11271,neutrophil,9.607398,6.8061304
11272,neutrophil,9.787638,6.2770205
11273,neutrophil,9.6609745,7.6279087
11274,neutrophil,5.923593,4.822195
11275,neutrophil,7.4810643,6.0417223
11276,neutrophil,7.3763614,6.2737556
11277,neutrophil,5.52774,5.4214606
11278,neutrophil,10.103989,7.413097
11279,neutrophil,5.702025,5.2098823
11280,neutrophil,9.638116,7.330045
11281,neutrophil,5.288378,5.1176114
11282,neutrophil,9.564903,6.9318576
11283,neutrophil,9.430776,6.16396
11284,neutrophil,7.328975,6.332058
11285,neutrophil,8.110858,5.9977856
11286,neutrophil,5.6176353,5.1767545
11287,neutrophil,7.2819695,6.336188
11288,neutrophil,7.9134746,6.179728
11289,neutrophil,4.933774,5.4908876
11290,neutrophil,9.626002,7.657418
11291,neutrophil,6.700309,5.4000373
11292,neutrophil,4.8345566,4.708451
11293,neutrophil,4.395043,4.7821927
11294,neutrophil,9.079641,6.4446354
11295,neutrophil,5.1728044,5.2163672
11296,neutrophil,8.036656,4.826519
11297,neutrophil,5.2649813,4.8446774
11298,neutrophil,4.88734,4.6651955
11299,neutrophil,9.922856,6.453156
11300,neutrophil,8.584494,5.418005
11301,neutrophil,7.6438007,6.5309997
11302,neutrophil,4.932368,4.5299807
11303,neutrophil,8.1283455,5.870813
11304,neutrophil,5.65391,4.9560285
11305,neutrophil,9.440479,6.5638623
11306,neutrophil,9.869118,6.957318
11307,neutrophil,8.001497,6.1279716
11308,neutrophil,8.968085,6.470864
11309,neutrophil,6.887231,6.179979
11310,neutrophil,8.061093,5.9072313
11311,neutrophil,8.151111,5.0224867
11312,neutrophil,7.8087716,6.402382
11313,neutrophil,6.626882,5.7433014
11314,neutrophil,8.087885,7.0586195
11315,neutrophil,9.536697,6.924373
11316,neutrophil,8.178175,5.148491
11317,neutrophil,9.931676,7.0813065
11318,neutrophil,5.661176,5.194124
11319,neutrophil,9.504772,6.6473365
11320,neutrophil,8.226982,5.377839
11321,neutrophil,5.224312,4.8117514
11322,neutrophil,8.748492,5.8290215
11323,neutrophil,10.044626,6.848606
11324,neutrophil,8.282926,6.9779654
11325,neutrophil,8.52474,5.25849
11326,neutrophil,9.563069,6.799705
11327,neutrophil,8.136235,6.264198
11328,neutrophil,5.679255,4.9429154
11329,neutrophil,8.259571,5.9662423
11330,neutrophil,6.2042217,5.511344
11331,neutrophil,7.9630437,6.353273
11332,neutrophil,7.4135413,5.878393
11333,neutrophil,9.796454,7.040761
11334,neutrophil,5.6782794,3.78865
11335,neutrophil,7.1202936,5.8213735
11336,neutrophil,9.536495,6.708986
11337,neutrophil,6.43055,4.2991695
11338,neutrophil,9.7229395,7.050748
11339,neutrophil,9.438038,6.725387
11340,neutrophil,9.556841,6.656384
11341,neutrophil,9.867179,7.103883
11342,neutrophil,8.55739,6.4727216
11343,neutrophil,6.8649545,4.6128864
11344,neutrophil,5.914871,4.410892
11345,neutrophil,9.404419,6.655083
11346,neutrophil,9.623618,6.5281453
11347,neutrophil,5.1066947,4.6754317
11348,neutrophil,9.1901045,6.3670616
11349,neutrophil,4.9552045,4.9089437
11350,neutrophil,6.6600666,6.14683
11351,neutrophil,6.0455008,3.8628118
11352,neutrophil,5.314312,5.525109
11353,neutrophil,5.797661,5.3871126
11354,neutrophil,5.5773463,5.32063
11355,neutrophil,5.926295,5.389979
11356,neutrophil,5.069866,4.9561243
11357,neutrophil,8.8936,6.9030986
11358,neutrophil,5.883453,4.175014
11359,neutrophil,5.2783895,5.212262
11360,neutrophil,6.610379,5.8370595
11361,neutrophil,9.502342,6.8479457
11362,neutrophil,5.4864845,4.9254613
11363,neutrophil,7.681109,6.4359217
11364,neutrophil,7.1621275,5.635431
11365,neutrophil,9.660515,6.936524
11366,neutrophil,8.497715,6.818798
11367,neutrophil,5.2858257,4.9130707
11368,neutrophil,9.365631,6.649439
11369,neutrophil,7.9801955,5.8072085
11370,neutrophil,5.614097,5.195869
11371,neutrophil,7.7990274,5.9636455
11372,neutrophil,9.579492,6.8700757
11373,neutrophil,5.3576975,4.921311
11374,neutrophil,5.4202495,4.457891
11375,neutrophil,7.198612,6.3108807
11376,neutrophil,6.6320353,5.8934946
11377,neutrophil,6.144161,4.849105
11378,neutrophil,6.9009924,5.0006547
11379,neutrophil,8.880255,5.7445292
11380,neutrophil,7.9217434,4.934074
11381,neutrophil,8.456626,5.3836203
11382,neutrophil,7.198289,6.3220253
11383,neutrophil,9.491214,6.740325
11384,neutrophil,9.56752,6.736918
11385,neutrophil,8.279975,5.9402614
11386,neutrophil,7.8118243,6.030138
11387,neutrophil,7.1003633,4.6064367
11388,neutrophil,5.603284,4.8424215
11389,neutrophil,8.795079,6.651036
11390,neutrophil,9.674779,6.8616323
11391,neutrophil,5.5191364,5.14246
11392,neutrophil,9.516167,6.8073516
11393,neutrophil,5.404684,4.7991285
11394,neutrophil,9.65797,6.207165
11395,neutrophil,7.050599,6.2213106
11396,neutrophil,9.409998,6.607057
11397,neutrophil,9.903893,7.309351
11398,neutrophil,7.8995433,6.277362
11399,neutrophil,8.251281,4.957724
